gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,bachelor's degree,free/reduced,completed,56,59,56
male,group C,high school,standard,none,52,50,48
male,group D,some college,standard,none,87,80,74
female,group A,associate's degree,free/reduced,none,62,73,64
female,group C,associate's degree,standard,none,82,100,94
male,group B,associate's degree,free/reduced,completed,44,48,48
male,group B,bachelor's degree,standard,none,63,63,60
male,group D,master's degree,standard,completed,66,58,64
female,group D,high school,standard,none,64,66,70
male,group D,some high school,standard,none,67,61,51
female,group E,some college,standard,none,63,70,72
male,group A,master's degree,standard,none,70,71,69
male,group A,associate's degree,standard,none,87,79,80
female,group A,some college,free/reduced,none,39,66,58
male,group D,some high school,standard,completed,89,80,89
female,group E,some college,standard,none,57,68,70
male,group D,associate's degree,standard,completed,100,99,93
female,group B,associate's degree,standard,completed,76,85,88
female,group E,high school,standard,none,90,82,80
female,group D,some college,free/reduced,none,66,77,74
male,group C,some college,standard,completed,70,66,68
male,group C,master's degree,free/reduced,completed,72,66,65
female,group E,associate's degree,free/reduced,completed,74,75,81
male,group E,high school,standard,none,71,69,59
male,group E,some college,standard,none,75,62,58
female,group D,some high school,standard,none,79,79,86
male,group D,some college,free/reduced,completed,69,71,72
female,group D,master's degree,free/reduced,none,75,86,84
female,group C,associate's degree,standard,none,52,59,60
male,group A,master's degree,free/reduced,none,53,47,46
female,group B,high school,free/reduced,none,36,37,41
female,group D,bachelor's degree,free/reduced,none,66,79,75
female,group E,master's degree,standard,completed,96,100,100
female,group C,bachelor's degree,free/reduced,completed,66,79,78
female,group C,bachelor's degree,free/reduced,completed,84,95,98
female,group D,some college,free/reduced,none,58,73,78
male,group A,associate's degree,standard,completed,74,67,66
male,group C,high school,standard,completed,67,59,62
female,group E,associate's degree,standard,completed,85,82,91
female,group B,some college,free/reduced,completed,61,80,79
female,group C,high school,free/reduced,none,69,79,70
male,group B,master's degree,standard,none,82,69,71
male,group A,some high school,standard,none,63,70,67
male,group C,associate's degree,standard,completed,72,54,59
female,group E,some college,standard,completed,82,92,96
male,group C,high school,free/reduced,completed,63,65,69
male,group B,high school,free/reduced,none,76,73,68
male,group C,associate's degree,standard,none,54,53,57
male,group C,some high school,standard,none,62,59,59
male,group D,some college,standard,completed,82,82,84
female,group A,associate's degree,standard,completed,56,67,71
female,group D,some high school,standard,completed,88,91,99
female,group D,some college,free/reduced,none,78,73,75
female,group D,some high school,standard,none,75,82,89
male,group E,high school,free/reduced,none,53,40,40
male,group C,some high school,standard,none,58,66,54
female,group D,high school,standard,none,82,75,80
male,group E,associate's degree,standard,completed,88,84,81
male,group D,high school,free/reduced,completed,80,90,85
male,group C,some high school,standard,completed,69,79,70
male,group B,high school,standard,none,63,59,56
female,group D,high school,free/reduced,none,30,49,46
female,group A,high school,free/reduced,none,19,32,31
male,group D,some college,standard,none,57,57,57
male,group C,bachelor's degree,free/reduced,none,57,57,56
male,group C,high school,free/reduced,none,68,67,64
male,group D,high school,standard,completed,75,74,74
female,group D,high school,free/reduced,none,72,74,72
female,group C,some college,free/reduced,completed,84,95,92
female,group E,bachelor's degree,free/reduced,completed,90,93,89
male,group D,some college,standard,none,81,74,77
male,group E,some college,free/reduced,completed,62,54,60
female,group D,some high school,standard,none,74,69,76
female,group C,associate's degree,standard,none,80,89,90
male,group B,high school,standard,none,66,64,59
male,group D,associate's degree,free/reduced,none,55,45,44
male,group C,some college,free/reduced,completed,40,46,48
female,group E,associate's degree,standard,none,68,73,70
female,group C,bachelor's degree,free/reduced,completed,63,79,74
female,group D,bachelor's degree,standard,none,93,98,98
female,group B,some high school,standard,completed,70,85,81
female,group C,some college,standard,none,69,83,83
male,group D,high school,standard,completed,77,75,70
male,group C,bachelor's degree,standard,completed,100,91,93
male,group D,high school,standard,completed,79,78,85
male,group E,high school,free/reduced,none,37,37,33
male,group D,associate's degree,free/reduced,none,49,60,51
male,group C,some high school,free/reduced,completed,81,73,77
male,group C,high school,standard,none,93,83,79
female,group D,some college,free/reduced,none,66,77,78
female,group A,associate's degree,free/reduced,none,42,53,57
female,group A,some high school,standard,none,64,64,70
female,group C,master's degree,free/reduced,none,65,84,72
female,group D,high school,standard,completed,56,76,80
male,group D,some high school,standard,completed,74,81,83
male,group B,some college,standard,completed,90,89,87
male,group B,some high school,standard,completed,71,74,72
female,group C,some college,free/reduced,none,52,62,59
male,group D,associate's degree,free/reduced,completed,74,78,82
male,group D,associate's degree,standard,completed,98,91,90
male,group B,high school,standard,none,76,67,64
male,group D,associate's degree,standard,none,59,61,58
male,group E,associate's degree,standard,none,100,91,90
female,group B,high school,standard,completed,87,97,100
female,group C,master's degree,free/reduced,none,45,67,71
male,group A,high school,standard,none,63,60,52
male,group C,associate's degree,standard,completed,54,58,52
male,group D,bachelor's degree,standard,none,92,81,78
female,group D,high school,standard,none,67,79,76
male,group C,high school,free/reduced,none,51,50,48
female,group B,some high school,standard,completed,60,75,80
female,group C,high school,free/reduced,none,46,60,57
female,group E,some high school,free/reduced,none,55,65,61
female,group C,associate's degree,standard,completed,76,83,90
male,group C,bachelor's degree,standard,none,66,55,59
female,group B,master's degree,standard,completed,82,91,93
female,group B,high school,free/reduced,completed,52,69,66
male,group B,associate's degree,standard,none,68,53,58
female,group D,associate's degree,standard,none,89,83,91
male,group C,some college,free/reduced,none,59,61,51
male,group D,high school,standard,completed,81,81,75
male,group D,some high school,free/reduced,completed,81,81,85
male,group D,bachelor's degree,free/reduced,completed,82,100,96
male,group C,associate's degree,standard,none,74,77,75
female,group C,associate's degree,standard,completed,53,64,71
female,group B,associate's degree,free/reduced,none,38,52,52
male,group B,some college,standard,completed,67,65,61
male,group D,some high school,standard,none,76,79,76
female,group D,some high school,standard,none,47,58,60
female,group B,high school,standard,completed,60,66,64
male,group D,bachelor's degree,standard,completed,70,68,65
female,group C,master's degree,standard,completed,69,82,85
male,group D,associate's degree,free/reduced,completed,70,65,77
female,group D,some high school,standard,none,39,48,43
male,group D,high school,standard,none,77,70,68
female,group B,bachelor's degree,standard,none,51,60,61
female,group D,master's degree,free/reduced,none,72,78,83
female,group B,associate's degree,free/reduced,none,45,64,62
female,group D,master's degree,free/reduced,completed,77,80,82
female,group C,associate's degree,standard,none,80,89,87
female,group D,master's degree,standard,none,40,44,48
female,group D,bachelor's degree,free/reduced,none,82,93,88
male,group A,some high school,standard,none,82,85,78
female,group B,some high school,standard,none,53,65,59
male,group C,bachelor's degree,free/reduced,none,49,46,45
male,group B,associate's degree,standard,completed,55,60,60
female,group D,master's degree,standard,completed,100,100,100
female,group E,some college,standard,completed,72,64,66
male,group D,some college,free/reduced,none,48,53,51
male,group C,associate's degree,free/reduced,none,60,65,59
male,group C,master's degree,standard,none,74,64,62
female,group C,some high school,free/reduced,none,46,62,55
